Zip,State,Population
72860,AR,299
72863,AR,1683
72865,AR,1190
72901,AR,21722
72903,AR,32809
72904,AR,18559
72905,AR,224
72916,AR,3494
72921,AR,7443
72923,AR,3857
72924,AR,213
72926,AR,687
72927,AR,7502
72928,AR,597
72930,AR,271
72932,AR,1605
72933,AR,3173
72934,AR,1004
72936,AR,8385
72937,AR,1587
72938,AR,1073
72940,AR,2608
72941,AR,4138
72943,AR,1336
72944,AR,2607
72946,AR,4762
72947,AR,738
72948,AR,497
72949,AR,7338
72950,AR,471
72951,AR,1392
72952,AR,1753
72955,AR,710
72956,AR,24719
72958,AR,6884
72959,AR,2566
75502,AR,30471
90001,CA,51841
90002,CA,40629
90003,CA,53938
90004,CA,64062
90005,CA,35864
90006,CA,63389
90007,CA,46985
90008,CA,33073
90010,CA,5335
90011,CA,96074
90012,CA,28518
90013,CA,5653
90014,CA,2715
90015,CA,18880
90016,CA,43669
90017,CA,21790
90018,CA,48267
90019,CA,64996
90020,CA,34926
90021,CA,2869
90022,CA,65065
90023,CA,47136
90024,CA,38370
90025,CA,37746
90026,CA,74751
90027,CA,50484
90028,CA,30152
90029,CA,41120
90031,CA,39706
90032,CA,46602
90033,CA,57469
90034,CA,53930
90035,CA,25723
90036,CA,29887
90037,CA,56922
90038,CA,33001
90039,CA,29189
90040,CA,9689
90041,CA,26864
90042,CA,60003
90043,CA,45397
90044,CA,83958
90045,CA,36480
90046,CA,48423
90047,CA,47975
90048,CA,20863
90049,CA,35507
90056,CA,8108
90057,CA,39017
90058,CA,4090
90059,CA,34536
90061,CA,21856
90062,CA,27517
90063,CA,61123
90064,CA,23530
90065,CA,45578
90066,CA,53095
90067,CA,2731
90068,CA,25615
90069,CA,20587
90071,CA,15
90077,CA,7989
90201,CA,99568
90210,CA,20700
90211,CA,7746
90212,CA,10725
90220,CA,47631
90221,CA,47844
90222,CA,28754
90230,CA,32207
90232,CA,16138
90240,CA,20273
90241,CA,34348
90242,CA,36988
90245,CA,15162
90247,CA,42072
90248,CA,9529
90249,CA,25806
90250,CA,78511
90254,CA,18289
90255,CA,72139
90260,CA,29576
90262,CA,61606
90265,CA,17850
90266,CA,31984
90270,CA,27801
90272,CA,20984
90274,CA,60381
90277,CA,33102
90278,CA,34873
90280,CA,87026
90290,CA,5430
90291,CA,32987
90292,CA,16572
90293,CA,11477
90301,CA,36481
90302,CA,28681
90303,CA,26418
90304,CA,28216
90305,CA,14370
90401,CA,4813
90402,CA,14628
90403,CA,22303
90404,CA,22480
90405,CA,26081
90501,CA,37691
90502,CA,15963
90503,CA,40351
90504,CA,30245
90505,CA,33933
90506,CA,0
90601,CA,30501
90602,CA,23508
90603,CA,18063
90604,CA,36371
90605,CA,34035
90606,CA,30185
90620,CA,42966
90621,CA,27502
90623,CA,15066
90630,CA,43055
90631,CA,59113
90638,CA,40452
90640,CA,59068
90650,CA,94188
90660,CA,58891
90670,CA,14417
90680,CA,25160
90701,CA,69130
90704,CA,3445
90706,CA,61650
90710,CA,24418
90712,CA,28992
90713,CA,26646
90715,CA,17983
90716,CA,13921
90717,CA,19635
90720,CA,21695
90723,CA,46679
90731,CA,58821
90732,CA,26244
90740,CA,24537
90744,CA,49178
90745,CA,50251
90746,CA,25970
90802,CA,33906
90803,CA,32492
90804,CA,36092
90805,CA,74011
90806,CA,44982
90807,CA,28037
90808,CA,37809
90810,CA,36694
90813,CA,58109
90814,CA,17359
90815,CA,38603
90822,CA,7362
91001,CA,36013
91006,CA,30550
91007,CA,25675
91010,CA,26462
91011,CA,19699
91016,CA,39015
91020,CA,6536
91024,CA,10560
91030,CA,23936
91040,CA,18303
91042,CA,24853
91101,CA,16045
91103,CA,26641
91104,CA,37973
91105,CA,11165
91106,CA,23854
91107,CA,31390
91108,CA,12953
91201,CA,22495
91202,CA,20331
91203,CA,12714
91204,CA,15541
91205,CA,38428
91206,CA,30415
91207,CA,8911
91208,CA,14831
91214,CA,27249
91301,CA,35520
91302,CA,12690
91303,CA,19656
91304,CA,43675
91306,CA,39261
91307,CA,22049
91311,CA,37225
91316,CA,24538
91320,CA,31941
91321,CA,23520
91324,CA,23252
91325,CA,28071
91326,CA,23466
91330,CA,1604
91331,CA,88114
91335,CA,62117
91340,CA,33379
91342,CA,68612
91343,CA,48751
91344,CA,45729
91345,CA,14886
91350,CA,31741
91351,CA,47273
91352,CA,43722
91354,CA,7918
91355,CA,23550
91356,CA,25316
91360,CA,41654
91361,CA,18608
91362,CA,26572
91364,CA,25638
91367,CA,34253
91381,CA,1677
91384,CA,19440
91401,CA,35990
91402,CA,52577
91403,CA,20046
91405,CA,39669
91406,CA,46124
91411,CA,21616
91423,CA,27747
91436,CA,13605
91501,CA,15991
91502,CA,9833
91504,CA,22656
91505,CA,27676
91506,CA,18336
91601,CA,33882
91602,CA,14301
91604,CA,24354
91605,CA,50050
91606,CA,39737
91607,CA,28021
91701,CA,31633
91702,CA,52261
91706,CA,69464
91709,CA,37965
91710,CA,69244
91711,CA,34096
91719,CA,42717
91720,CA,55741
91722,CA,31703
91723,CA,15590
91724,CA,23462
91730,CA,41087
91731,CA,26178
91732,CA,58059
91733,CA,43691
91737,CA,19708
91739,CA,13553
91740,CA,48836
91744,CA,77114
91745,CA,52182
91746,CA,30330
91748,CA,40511
91750,CA,33621
91752,CA,17368
91754,CA,62133
91759,CA,430
91760,CA,23585
91761,CA,47921
91762,CA,47653
91763,CA,25862
91764,CA,41958
91765,CA,41920
91766,CA,64056
91767,CA,41420
91768,CA,31007
91770,CA,59898
91773,CA,32453
91775,CA,21426
91776,CA,34995
91780,CA,31297
91786,CA,66548
91789,CA,42206
91790,CA,38113
91791,CA,25685
91792,CA,30496
91801,CA,51148
91803,CA,30228
91901,CA,12566
91902,CA,16579
91905,CA,1163
91906,CA,2657
91910,CA,56320
91911,CA,65952
91913,CA,10079
91914,CA,0
91915,CA,12
91916,CA,1826
91917,CA,352
91932,CA,26567
91934,CA,599
91935,CA,7879
91941,CA,42536
91942,CA,23944
91945,CA,24268
91950,CA,52005
91962,CA,1801
91963,CA,638
91977,CA,52403
91978,CA,7601
91980,CA,230
92003,CA,2910
92004,CA,2633
92007,CA,10236
92008,CA,35651
92009,CA,27019
92014,CA,19885
92019,CA,35425
92020,CA,55176
92021,CA,51773
92024,CA,45995
92025,CA,39345
92026,CA,37176
92027,CA,39305
92028,CA,35232
92029,CA,18174
92036,CA,2552
92037,CA,40399
92040,CA,41054
92054,CA,61760
92055,CA,13643
92056,CA,40161
92057,CA,33178
92059,CA,1064
92061,CA,1929
92064,CA,43490
92065,CA,27744
92066,CA,389
92068,CA,9471
92069,CA,45382
92070,CA,1263
92071,CA,52816
92075,CA,12259
92082,CA,13196
92083,CA,50641
92084,CA,38088
92086,CA,780
92101,CA,20265
92102,CA,45265
92103,CA,31123
92104,CA,44032
92105,CA,63344
92106,CA,27640
92107,CA,25913
92108,CA,8860
92109,CA,44804
92110,CA,26787
92111,CA,45487
92113,CA,44741
92114,CA,62258
92115,CA,51418
92116,CA,32279
92117,CA,49737
92118,CA,16670
92119,CA,24135
92120,CA,25375
92121,CA,2286
92122,CA,30192
92123,CA,23541
92124,CA,29171
92126,CA,56676
92127,CA,11077
92128,CA,30437
92129,CA,43092
92130,CA,12681
92131,CA,16649
92135,CA,8122
92136,CA,11750
92139,CA,35577
92145,CA,3089
92154,CA,59925
92155,CA,1570
92173,CA,30131
92201,CA,47118
92210,CA,2599
92220,CA,22545
92223,CA,16176
92225,CA,13852
92227,CA,20199
92230,CA,1697
92231,CA,22345
92233,CA,4847
92234,CA,29640
92236,CA,17147
92239,CA,4499
92240,CA,686
92242,CA,976
92243,CA,39246
92249,CA,206
92250,CA,7060
92251,CA,6092
92252,CA,8227
92253,CA,9392
92256,CA,2721
92257,CA,875
92260,CA,31975
92262,CA,22808
92264,CA,18733
92267,CA,141
92270,CA,9737
92272,CA,18605
92274,CA,19112
92276,CA,5557
92277,CA,13371
92278,CA,11412
92280,CA,40
92281,CA,1902
92282,CA,420
92283,CA,3867
92284,CA,22131
92301,CA,7176
92304,CA,29
92305,CA,238
92307,CA,26066
92308,CA,24973
92309,CA,606
92310,CA,6735
92311,CA,33076
92314,CA,18959
92316,CA,22916
92320,CA,6345
92324,CA,53822
92327,CA,701
92328,CA,440
92332,CA,214
92335,CA,81255
92336,CA,27957
92338,CA,383
92339,CA,842
92342,CA,3612
92345,CA,52170
92346,CA,37484
92347,CA,1905
92351,CA,30
92354,CA,17855
92356,CA,4353
92358,CA,625
92359,CA,5832
92363,CA,6316
92364,CA,390
92365,CA,4296
92368,CA,852
92371,CA,13508
92372,CA,1741
92373,CA,29784
92374,CA,36952
92376,CA,75341
92384,CA,353
92389,CA,48
92392,CA,51968
92394,CA,6815
92397,CA,4148
92399,CA,33298
92401,CA,1193
92404,CA,50792
92405,CA,35583
92407,CA,44927
92408,CA,13378
92409,CA,1746
92410,CA,42522
92411,CA,22994
92501,CA,18478
92503,CA,55552
92504,CA,45308
92505,CA,37420
92506,CA,37294
92507,CA,45844
92508,CA,13582
92509,CA,52456
92530,CA,34619
92532,CA,6796
92536,CA,2309
92539,CA,1860
92543,CA,26985
92544,CA,34483
92545,CA,19513
92548,CA,4290
92549,CA,3975
92553,CA,71314
92555,CA,9784
92557,CA,37853
92561,CA,1896
92562,CA,1988
92563,CA,22649
92567,CA,6480
92570,CA,31870
92571,CA,12436
92582,CA,3233
92583,CA,15506
92584,CA,8347
92585,CA,5231
92586,CA,15225
92587,CA,12522
92590,CA,2128
92591,CA,13480
92592,CA,15567
92595,CA,4758
92596,CA,1195
92610,CA,3294
92621,CA,45577
92624,CA,7498
92625,CA,5166
92626,CA,45411
92627,CA,52357
92629,CA,25618
92630,CA,51666
92631,CA,28902
92632,CA,21680
92633,CA,42033
92635,CA,10531
92640,CA,43908
92641,CA,29308
92643,CA,39473
92644,CA,20467
92645,CA,16398
92646,CA,57915
92647,CA,56565
92648,CA,34997
92649,CA,34065
92651,CA,20315
92653,CA,45283
92655,CA,6224
92656,CA,16455
92657,CA,8254
92660,CA,25390
92661,CA,6123
92662,CA,3472
92663,CA,19826
92665,CA,16566
92666,CA,13811
92667,CA,40937
92668,CA,20139
92669,CA,31583
92670,CA,47174
92672,CA,46719
92675,CA,28121
92677,CA,40072
92679,CA,6067
92680,CA,51150
92683,CA,77965
92686,CA,41141
92687,CA,14429
92688,CA,9489
92691,CA,48832
92692,CA,30777
92701,CA,63544
92703,CA,63104
92704,CA,77151
92705,CA,37045
92706,CA,30673
92707,CA,56450
92708,CA,54803
92709,CA,8078
92714,CA,60654
92715,CA,30690
92718,CA,1
92720,CA,23474
92801,CA,47392
92802,CA,36262
92804,CA,63622
92805,CA,55489
92806,CA,27945
92807,CA,35411
92808,CA,6206
93001,CA,31453
93003,CA,44627
93004,CA,23430
93010,CA,40173
93012,CA,23489
93013,CA,16591
93015,CA,15311
93021,CA,27011
93022,CA,5611
93023,CA,22778
93030,CA,66240
93033,CA,66043
93035,CA,23778
93041,CA,17337
93042,CA,1707
93043,CA,3389
93060,CA,28319
93063,CA,47637
93065,CA,55528
93066,CA,3025
93067,CA,1330
93101,CA,29235
93103,CA,18199
93105,CA,23284
93108,CA,12923
93109,CA,11089
93110,CA,15352
93111,CA,17689
93117,CA,45988
93202,CA,752
93203,CA,10613
93204,CA,9882
93205,CA,1407
93206,CA,1975
93207,CA,436
93210,CA,9579
93212,CA,16228
93214,CA,808
93215,CA,23803
93217,CA,258
93219,CA,11963
93221,CA,11088
93223,CA,6432
93224,CA,521
93225,CA,5257
93226,CA,346
93230,CA,44686
93234,CA,7050
93235,CA,3326
93238,CA,812
93239,CA,1762
93240,CA,6285
93241,CA,13471
93242,CA,2860
93243,CA,1103
93244,CA,64
93245,CA,26170
93247,CA,12983
93249,CA,2373
93250,CA,8494
93251,CA,616
93252,CA,1571
93254,CA,80
93255,CA,380
93256,CA,4768
93257,CA,54599
93260,CA,253
93262,CA,132
93263,CA,12270
93265,CA,3374
93266,CA,1135
93267,CA,4774
93268,CA,15046
93270,CA,5066
93271,CA,2245
93272,CA,2365
93274,CA,45567
93276,CA,280
93277,CA,51620
93280,CA,13589
93283,CA,2049
93285,CA,3480
93286,CA,8421
93287,CA,72
93291,CA,46656
93301,CA,12822
93304,CA,41870
93305,CA,34046
93306,CA,46699
93307,CA,50585
93308,CA,39454
93309,CA,58179
93311,CA,10321
93312,CA,15935
93313,CA,11417
93401,CA,24638
93402,CA,14648
93405,CA,31976
93420,CA,21992
93422,CA,27720
93426,CA,862
93427,CA,3883
93428,CA,5635
93430,CA,3384
93431,CA,206
93432,CA,726
93433,CA,11790
93434,CA,6064
93436,CA,49960
93437,CA,9846
93442,CA,10475
93444,CA,11070
93445,CA,6249
93446,CA,29255
93449,CA,7474
93450,CA,1684
93451,CA,1218
93452,CA,500
93453,CA,1237
93454,CA,60187
93455,CA,32891
93460,CA,5659
93461,CA,908
93463,CA,8327
93465,CA,5795
93501,CA,4774
93505,CA,6086
93510,CA,6139
93512,CA,241
93513,CA,1642
93514,CA,14072
93516,CA,2904
93517,CA,697
93518,CA,899
93519,CA,222
93523,CA,8996
93526,CA,889
93527,CA,2633
93528,CA,306
93529,CA,609
93531,CA,455
93532,CA,2337
93534,CA,32929
93535,CA,49751
93536,CA,39987
93541,CA,415
93543,CA,10046
93544,CA,1204
93545,CA,2257
93546,CA,4832
93550,CA,71024
93551,CA,20768
93553,CA,1106
93554,CA,190
93555,CA,34246
93560,CA,9898
93561,CA,24466
93562,CA,3189
93563,CA,1456
93601,CA,327
93602,CA,3179
93604,CA,628
93608,CA,1622
93609,CA,4558
93610,CA,10745
93612,CA,59963
93614,CA,6950
93615,CA,4901
93616,CA,1923
93618,CA,20012
93620,CA,9311
93621,CA,94
93622,CA,7435
93623,CA,132
93625,CA,5290
93626,CA,871
93627,CA,832
93630,CA,11224
93631,CA,12263
93633,CA,472
93635,CA,18199
93637,CA,20440
93638,CA,36525
93640,CA,8839
93641,CA,607
93643,CA,2541
93644,CA,8190
93645,CA,24
93646,CA,6374
93647,CA,7545
93648,CA,9076
93650,CA,4164
93651,CA,1446
93652,CA,381
93653,CA,491
93654,CA,22370
93656,CA,4386
93657,CA,27201
93660,CA,2727
93662,CA,21798
93664,CA,925
93667,CA,1820
93668,CA,1297
93669,CA,474
93675,CA,2731
93701,CA,15024
93702,CA,44477
93703,CA,30457
93704,CA,26496
93705,CA,34114
93706,CA,33682
93710,CA,29719
93711,CA,29809
93720,CA,21498
93721,CA,6156
93722,CA,33523
93725,CA,19698
93726,CA,36325
93727,CA,51417
93728,CA,15386
93901,CA,25605
93905,CA,41956
93906,CA,39534
93907,CA,21061
93908,CA,15610
93920,CA,1669
93923,CA,15293
93924,CA,6066
93925,CA,12
93926,CA,12842
93927,CA,8728
93930,CA,11299
93932,CA,939
93933,CA,16973
93940,CA,35326
93941,CA,25009
93950,CA,16040
93953,CA,5061
93955,CA,23514
93960,CA,9046
94002,CA,24960
94005,CA,2952
94010,CA,38444
94014,CA,40406
94015,CA,57354
94019,CA,14073
94020,CA,1557
94021,CA,237
94022,CA,17366
94024,CA,20795
94025,CA,38383
94027,CA,7312
94028,CA,6379
94030,CA,20508
94035,CA,790
94038,CA,5415
94040,CA,26969
94041,CA,13438
94043,CA,28592
94044,CA,37596
94060,CA,670
94061,CA,33316
94062,CA,24947
94063,CA,28251
94065,CA,2285
94066,CA,38678
94070,CA,27599
94074,CA,312
94080,CA,54610
94086,CA,56215
94087,CA,47813
94089,CA,13522
94102,CA,26908
94103,CA,17867
94104,CA,760
94105,CA,2054
94107,CA,12143
94108,CA,14143
94109,CA,49396
94110,CA,70770
94111,CA,3122
94112,CA,64320
94114,CA,30698
94115,CA,28859
94116,CA,39970
94117,CA,38127
94118,CA,38499
94121,CA,40430
94122,CA,52318
94123,CA,23280
94124,CA,27239
94127,CA,17906
94129,CA,4715
94130,CA,4533
94131,CA,30521
94132,CA,23632
94133,CA,27148
94134,CA,34635
94301,CA,15965
94303,CA,35680
94304,CA,1835
94305,CA,18097
94306,CA,24309
94401,CA,28190
94402,CA,23838
94403,CA,35630
94404,CA,33745
94501,CA,76110
94507,CA,8569
94508,CA,4067
94509,CA,62830
94510,CA,24545
94512,CA,32
94513,CA,12372
94514,CA,5745
94515,CA,5758
94517,CA,10353
94518,CA,25516
94519,CA,19032
94520,CA,31474
94521,CA,39005
94523,CA,31046
94525,CA,3228
94526,CA,40613
94528,CA,791
94530,CA,28146
94533,CA,65455
94535,CA,9874
94536,CA,58580
94538,CA,45430
94539,CA,39927
94541,CA,48964
94542,CA,11165
94544,CA,58348
94545,CA,23760
94546,CA,37808
94547,CA,16376
94548,CA,118
94549,CA,25979
94550,CA,59709
94552,CA,7936
94553,CA,45532
94555,CA,29437
94556,CA,15988
94558,CA,57901
94559,CA,23606
94560,CA,37861
94561,CA,20920
94563,CA,16883
94564,CA,16920
94565,CA,64053
94566,CA,32953
94567,CA,286
94568,CA,23275
94569,CA,228
94571,CA,4516
94572,CA,7827
94574,CA,9388
94577,CA,36779
94578,CA,31780
94579,CA,15754
94580,CA,23010
94583,CA,35449
94585,CA,31081
94586,CA,953
94587,CA,52869
94588,CA,19032
94589,CA,37599
94590,CA,35516
94591,CA,43336
94592,CA,3589
94595,CA,16346
94596,CA,38092
94598,CA,24174
94599,CA,1876
94601,CA,47715
94602,CA,28629
94603,CA,27303
94605,CA,38511
94606,CA,38555
94607,CA,21294
94608,CA,22318
94609,CA,20263
94610,CA,29637
94611,CA,34238
94612,CA,10763
94613,CA,627
94618,CA,15763
94619,CA,24501
94621,CA,26689
94702,CA,15004
94703,CA,18554
94704,CA,23551
94705,CA,11833
94706,CA,17333
94707,CA,9152
94708,CA,8874
94709,CA,9927
94710,CA,6891
94801,CA,23948
94803,CA,22238
94804,CA,33990
94805,CA,12342
94806,CA,47668
94901,CA,41550
94903,CA,25563
94904,CA,11820
94920,CA,10993
94922,CA,93
94923,CA,1427
94924,CA,1555
94925,CA,7974
94928,CA,35730
94930,CA,8051
94931,CA,6849
94933,CA,732
94937,CA,1716
94938,CA,276
94939,CA,5884
94940,CA,55
94941,CA,27746
94945,CA,15535
94946,CA,665
94947,CA,22759
94949,CA,16219
94951,CA,3886
94952,CA,29724
94954,CA,27667
94956,CA,951
94960,CA,15178
94963,CA,802
94965,CA,10032
94970,CA,630
94972,CA,114
94973,CA,1524
95002,CA,2179
95003,CA,23964
95004,CA,2713
95005,CA,7702
95006,CA,9434
95008,CA,41821
95010,CA,9337
95012,CA,7168
95013,CA,316
95014,CA,47598
95017,CA,42
95018,CA,8194
95019,CA,5075
95020,CA,39878
95023,CA,31243
95030,CA,25881
95032,CA,18189
95035,CA,50907
95037,CA,31309
95043,CA,636
95045,CA,3657
95046,CA,5563
95050,CA,33310
95051,CA,49570
95054,CA,10370
95060,CA,40334
95062,CA,34287
95064,CA,4658
95065,CA,8130
95066,CA,10636
95070,CA,28909
95073,CA,8143
95076,CA,68295
95110,CA,17437
95111,CA,48286
95112,CA,46470
95113,CA,1265
95116,CA,46754
95117,CA,27414
95118,CA,30591
95119,CA,9823
95120,CA,34577
95121,CA,32572
95122,CA,52543
95123,CA,55146
95124,CA,44595
95125,CA,42573
95126,CA,24778
95127,CA,50371
95128,CA,28275
95129,CA,33953
95130,CA,13765
95131,CA,18425
95132,CA,37995
95133,CA,24136
95134,CA,4324
95135,CA,9104
95136,CA,31200
95138,CA,5956
95139,CA,6912
95140,CA,37
95141,CA,0
95148,CA,37413
95202,CA,7753
95203,CA,17847
95204,CA,28860
95205,CA,31314
95206,CA,33154
95207,CA,50167
95209,CA,26289
95210,CA,33763
95211,CA,1722
95212,CA,5584
95215,CA,18533
95219,CA,13994
95220,CA,7734
95222,CA,3530
95223,CA,6205
95228,CA,1336
95230,CA,141
95231,CA,3673
95232,CA,189
95236,CA,3656
95237,CA,2847
95240,CA,42726
95242,CA,20669
95245,CA,3507
95246,CA,2323
95247,CA,2691
95249,CA,3081
95251,CA,200
95252,CA,7592
95255,CA,1513
95257,CA,32
95258,CA,2241
95301,CA,24928
95303,CA,1296
95306,CA,1033
95307,CA,29037
95309,CA,15
95310,CA,1512
95311,CA,2384
95313,CA,1896
95315,CA,6151
95316,CA,5878
95317,CA,1024
95320,CA,9405
95321,CA,3616
95322,CA,6083
95323,CA,1405
95324,CA,6676
95325,CA,49
95326,CA,6383
95327,CA,8359
95329,CA,1305
95330,CA,8426
95333,CA,1810
95334,CA,10994
95335,CA,201
95336,CA,51728
95338,CA,9323
95340,CA,59918
95345,CA,388
95346,CA,701
95348,CA,19719
95350,CA,50618
95351,CA,69275
95354,CA,26630
95355,CA,43734
95356,CA,26202
95360,CA,5313
95361,CA,20919
95363,CA,13437
95364,CA,13
95366,CA,10879
95367,CA,9732
95368,CA,3255
95369,CA,1335
95370,CA,23398
95372,CA,1566
95374,CA,1564
95376,CA,47291
95379,CA,3402
95380,CA,50025
95383,CA,5133
95386,CA,6505
95388,CA,10362
95401,CA,30549
95403,CA,30874
95404,CA,31216
95405,CA,20776
95407,CA,22086
95409,CA,22897
95410,CA,869
95411,CA,133
95412,CA,24
95414,CA,226
95415,CA,1744
95417,CA,708
95420,CA,349
95421,CA,2367
95422,CA,12157
95423,CA,3400
95425,CA,7695
95427,CA,538
95428,CA,2182
95429,CA,14
95432,CA,199
95436,CA,7252
95437,CA,13535
95439,CA,569
95440,CA,2876
95441,CA,2716
95442,CA,5055
95443,CA,94
95444,CA,259
95445,CA,1806
95446,CA,5060
95448,CA,16884
95449,CA,1648
95450,CA,156
95451,CA,10064
95452,CA,1411
95453,CA,10351
95454,CA,1815
95455,CA,843
95456,CA,1119
95457,CA,4880
95458,CA,2330
95459,CA,453
95460,CA,1876
95461,CA,2863
95462,CA,1999
95464,CA,2374
95465,CA,2094
95466,CA,498
95467,CA,328
95468,CA,1129
95469,CA,1970
95470,CA,5328
95472,CA,27943
95476,CA,30443
95482,CA,28165
95485,CA,1771
95488,CA,369
95489,CA,358
95490,CA,12864
95492,CA,13717
95493,CA,300
95494,CA,173
95495,CA,367
95497,CA,576
95501,CA,45720
95521,CA,32283
95524,CA,1744
95525,CA,328
95526,CA,1076
95527,CA,478
95528,CA,1054
95531,CA,19400
95536,CA,2942
95540,CA,10727
95543,CA,658
95546,CA,2702
95547,CA,919
95548,CA,1390
95549,CA,265
95550,CA,187
95551,CA,1244
95552,CA,6
95554,CA,3791
95555,CA,314
95556,CA,619
95558,CA,347
95560,CA,148
95562,CA,4066
95563,CA,903
95564,CA,527
95565,CA,321
95567,CA,2012
95568,CA,195
95569,CA,208
95570,CA,3143
95573,CA,1503
95603,CA,32535
95605,CA,11611
95606,CA,162
95607,CA,175
95608,CA,55815
95610,CA,41476
95612,CA,1501
95614,CA,2325
95615,CA,958
95616,CA,52224
95618,CA,1126
95619,CA,6747
95620,CA,14536
95621,CA,40540
95624,CA,23492
95626,CA,6154
95627,CA,2118
95628,CA,40502
95629,CA,1147
95630,CA,38587
95631,CA,4626
95632,CA,14173
95633,CA,3628
95634,CA,1634
95635,CA,226
95636,CA,237
95637,CA,198
95638,CA,1009
95640,CA,8440
95641,CA,2273
95642,CA,5335
95643,CA,531
95645,CA,1907
95648,CA,11935
95650,CA,12973
95651,CA,1832
95652,CA,541
95653,CA,523
95655,CA,4880
95658,CA,5998
95659,CA,802
95660,CA,42271
95661,CA,29157
95662,CA,31361
95663,CA,2048
95664,CA,1152
95665,CA,3066
95666,CA,4797
95667,CA,30563
95668,CA,1034
95669,CA,969
95670,CA,42461
95672,CA,2987
95673,CA,12756
95674,CA,1102
95677,CA,19125
95678,CA,28285
95679,CA,228
95681,CA,1169
95682,CA,20139
95683,CA,3035
95684,CA,2892
95685,CA,5677
95687,CA,50280
95688,CA,29052
95689,CA,1004
95690,CA,1839
95691,CA,17301
95692,CA,2532
95693,CA,4082
95694,CA,6253
95695,CA,44587
95698,CA,317
95701,CA,751
95703,CA,1898
95709,CA,4394
95713,CA,7344
95714,CA,533
95715,CA,36
95717,CA,79
95720,CA,159
95721,CA,17
95722,CA,3314
95724,CA,316
95726,CA,7722
95728,CA,96
95735,CA,0
95742,CA,186
95758,CA,13455
95814,CA,16414
95815,CA,23491
95816,CA,16211
95817,CA,15767
95818,CA,22214
95819,CA,18333
95820,CA,35354
95821,CA,33040
95822,CA,43943
95823,CA,55103
95824,CA,26507
95825,CA,27116
95826,CA,38107
95827,CA,19471
95828,CA,43489
95829,CA,4610
95830,CA,420
95831,CA,39369
95832,CA,7724
95833,CA,29150
95834,CA,6375
95835,CA,373
95836,CA,8
95837,CA,259
95838,CA,26996
95841,CA,21161
95842,CA,32169
95864,CA,25105
95901,CA,43785
95910,CA,0
95912,CA,3851
95914,CA,110
95915,CA,32
95916,CA,1285
95917,CA,2784
95918,CA,1297
95919,CA,1013
95920,CA,548
95922,CA,1090
95923,CA,39
95926,CA,55269
95928,CA,27452
95932,CA,7042
95934,CA,189
95935,CA,1502
95936,CA,46
95937,CA,850
95938,CA,3327
95939,CA,497
95941,CA,517
95942,CA,91
95943,CA,1090
95944,CA,377
95945,CA,21263
95946,CA,7603
95947,CA,2690
95948,CA,9499
95949,CA,20973
95953,CA,6800
95954,CA,10009
95955,CA,1410
95956,CA,91
95957,CA,907
95959,CA,16670
95960,CA,228
95961,CA,6418
95962,CA,0
95963,CA,14720
95965,CA,16712
95966,CA,27286
95968,CA,1843
95969,CA,26327
95970,CA,563
95971,CA,6303
95972,CA,260
95975,CA,1811
95977,CA,807
95979,CA,683
95981,CA,242
95982,CA,3090
95983,CA,177
95984,CA,211
95987,CA,3094
95988,CA,8034
95991,CA,30201
95993,CA,19635
96001,CA,30690
96002,CA,29008
96003,CA,30889
96006,CA,355
96007,CA,20309
96008,CA,1218
96010,CA,344
96013,CA,4666
96014,CA,196
96015,CA,424
96016,CA,566
96019,CA,6405
96020,CA,2361
96021,CA,12436
96022,CA,9579
96024,CA,727
96025,CA,2683
96027,CA,2326
96028,CA,1843
96031,CA,469
96032,CA,2363
96033,CA,640
96034,CA,162
96035,CA,3337
96038,CA,703
96039,CA,1885
96040,CA,150
96041,CA,2671
96044,CA,905
96045,CA,379
96047,CA,205
96048,CA,606
96050,CA,174
96051,CA,1709
96052,CA,2461
96055,CA,3363
96056,CA,2797
96057,CA,1743
96058,CA,1945
96059,CA,344
96062,CA,1281
96063,CA,172
96064,CA,4246
96065,CA,823
96067,CA,6719
96069,CA,1160
96071,CA,213
96073,CA,3905
96075,CA,773
96076,CA,119
96080,CA,25180
96085,CA,21
96086,CA,311
96087,CA,294
96088,CA,3681
96091,CA,362
96093,CA,3188
96094,CA,5506
96096,CA,593
96097,CA,9151
96101,CA,5566
96103,CA,1774
96104,CA,991
96105,CA,470
96106,CA,84
96107,CA,1370
96108,CA,285
96109,CA,985
96111,CA,169
96112,CA,226
96113,CA,1518
96114,CA,2655
96115,CA,234
96117,CA,23
96118,CA,1500
96120,CA,850
96121,CA,376
96122,CA,3685
96123,CA,89
96124,CA,286
96125,CA,311
96126,CA,355
96128,CA,340
96130,CA,19347
96132,CA,199
96133,CA,87
96134,CA,2613
96135,CA,0
96136,CA,148
96137,CA,1843
96140,CA,620
96141,CA,283
96142,CA,1029
96143,CA,3247
96145,CA,4944
96148,CA,717
96150,CA,28975
96161,CA,9544
96162,CA,199
80002,CO,12065
80003,CO,32980
80004,CO,33260
80005,CO,22613
80010,CO,27090
80011,CO,36021
80012,CO,37711
80013,CO,45335
80014,CO,31059
80015,CO,28161
80016,CO,4085
80017,CO,25910
80018,CO,321
80019,CO,46
80020,CO,31533
80021,CO,20461
80022,CO,23205
80026,CO,17111
80027,CO,12612
80030,CO,43235
80033,CO,23040
80045,CO,1715
80101,CO,230
80102,CO,3885
