Zip,State,Population
74084,OK,1815
74085,OK,2296
74103,OK,1105
74104,OK,13247
74105,OK,29466
74106,OK,18108
74107,OK,18899
74108,OK,8018
74110,OK,14224
74112,OK,21754
74114,OK,17190
74115,OK,22100
74116,OK,2067
74117,OK,824
74119,OK,4059
74120,OK,5612
74126,OK,13636
74127,OK,17336
74128,OK,12260
74129,OK,17278
74130,OK,2553
74131,OK,4057
74132,OK,5290
74133,OK,30499
74134,OK,12607
74135,OK,21783
74136,OK,29192
74137,OK,15434
74145,OK,17509
74146,OK,12965
74301,OK,8987
74330,OK,4938
74331,OK,5352
74332,OK,2634
74333,OK,1005
74337,OK,3763
74338,OK,4202
74339,OK,2624
74342,OK,2935
74343,OK,2003
74344,OK,8408
74346,OK,5073
74347,OK,1594
74352,OK,5856
74354,OK,16679
74359,OK,327
74360,OK,3019
74361,OK,11669
74363,OK,2465
74364,OK,1222
74365,OK,3432
74366,OK,1252
74367,OK,2240
74368,OK,435
74369,OK,1746
74370,OK,2500
74401,OK,21813
74403,OK,24787
74421,OK,4590
74422,OK,762
74423,OK,671
74425,OK,1339
74426,OK,9683
74427,OK,1312
74428,OK,992
74429,OK,9873
74432,OK,5069
74434,OK,5233
74435,OK,1167
74436,OK,3467
74437,OK,10729
74440,OK,65
74441,OK,4597
74442,OK,2014
74445,OK,3028
74447,OK,18109
74450,OK,2624
74451,OK,4003
74452,OK,3896
74454,OK,2705
74455,OK,2976
74457,OK,443
74461,OK,286
74462,OK,4932
74463,OK,1822
74464,OK,17092
74467,OK,13813
74469,OK,2501
74470,OK,1530
74471,OK,3149
74472,OK,283
74501,OK,23786
74523,OK,5432
74525,OK,7450
74528,OK,289
74531,OK,779
74533,OK,1443
74534,OK,435
74536,OK,1635
74538,OK,3908
74540,OK,147
74542,OK,1226
74543,OK,149
74547,OK,5133
74548,OK,2185
74549,OK,125
74552,OK,2676
74553,OK,1390
74555,OK,1001
74557,OK,280
74558,OK,534
74560,OK,536
74561,OK,3909
74562,OK,1648
74563,OK,2167
74567,OK,317
74569,OK,755
74570,OK,751
74571,OK,2930
74572,OK,1388
74574,OK,2491
74576,OK,756
74577,OK,219
74578,OK,5866
74601,OK,24347
74604,OK,9327
74630,OK,855
74631,OK,8480
74632,OK,746
74633,OK,641
74636,OK,260
74637,OK,2307
74640,OK,533
74641,OK,876
74643,OK,650
74644,OK,639
74646,OK,262
74647,OK,3274
74650,OK,756
74651,OK,775
74652,OK,1143
74653,OK,4002
74701,OK,17179
74723,OK,1411
74724,OK,1468
74726,OK,1812
74727,OK,2162
74728,OK,10436
74729,OK,1474
74730,OK,2448
74731,OK,1796
74733,OK,2267
74734,OK,1237
74735,OK,2249
74736,OK,804
74738,OK,740
74740,OK,1861
74741,OK,1812
74743,OK,8804
74745,OK,10294
74748,OK,370
74754,OK,97
74755,OK,244
74756,OK,421
74759,OK,935
74760,OK,246
74764,OK,3875
74766,OK,1879
74801,OK,40076
74820,OK,24967
74824,OK,1327
74825,OK,4803
74826,OK,970
74827,OK,723
74829,OK,1437
74831,OK,1133
74832,OK,663
74833,OK,168
74834,OK,6506
74835,OK,227
74839,OK,893
74840,OK,572
74842,OK,759
74843,OK,201
74845,OK,638
74848,OK,7471
74849,OK,2800
74850,OK,225
74851,OK,3334
74852,OK,1005
74854,OK,4144
74855,OK,6180
74856,OK,1510
74857,OK,7768
74859,OK,5792
74860,OK,1508
74864,OK,4504
74865,OK,1316
74867,OK,854
74868,OK,11673
74869,OK,330
74871,OK,2317
74872,OK,2773
74873,OK,9203
74875,OK,1356
74878,OK,1288
74880,OK,2133
74881,OK,3452
74882,OK,286
74883,OK,2181
74884,OK,8015
74901,OK,2764
74902,OK,3575
74930,OK,3931
74931,OK,1656
74932,OK,935
74937,OK,5628
74939,OK,756
74940,OK,1352
74941,OK,1878
74944,OK,1106
74948,OK,8185
74949,OK,183
74953,OK,9466
74954,OK,7047
74955,OK,11399
74956,OK,937
74957,OK,442
74959,OK,7368
74960,OK,10267
74962,OK,6030
74963,OK,797
74964,OK,2156
74965,OK,3899
74966,OK,3656
97001,OR,129
97002,OR,4638
97004,OR,4253
97005,OR,46660
97006,OR,31650
97007,OR,35583
97009,OR,11406
97010,OR,8
97011,OR,788
97013,OR,15801
97014,OR,951
97015,OR,12352
97016,OR,6361
97017,OR,4223
97018,OR,1003
97019,OR,2355
97021,OR,1111
97022,OR,3285
97023,OR,8703
97026,OR,992
97027,OR,10148
97028,OR,268
97029,OR,415
97030,OR,35728
97031,OR,13718
97032,OR,6393
97033,OR,0
97034,OR,18063
97035,OR,19305
97037,OR,1758
97038,OR,7829
97039,OR,550
97040,OR,1573
97041,OR,2236
97042,OR,2935
97044,OR,0
97045,OR,36753
97048,OR,6357
97049,OR,1325
97050,OR,389
97051,OR,10355
97053,OR,2378
97054,OR,1317
97055,OR,12936
97056,OR,7812
97057,OR,81
97058,OR,16319
97060,OR,4849
97062,OR,16371
97063,OR,712
97064,OR,2931
97065,OR,564
97067,OR,802
97068,OR,19962
97070,OR,9397
97071,OR,17482
97080,OR,25232
97101,OR,2810
97103,OR,19140
97106,OR,3316
97107,OR,1483
97108,OR,133
97109,OR,420
97111,OR,1555
97112,OR,1269
97113,OR,13173
97114,OR,3640
97115,OR,2382
97116,OR,17626
97117,OR,374
97119,OR,3844
97121,OR,627
97122,OR,366
97123,OR,24201
97124,OR,20503
97125,OR,549
97127,OR,1315
97128,OR,21848
97131,OR,2118
97132,OR,18911
97136,OR,3164
97137,OR,1623
97138,OR,7239
97140,OR,7623
97141,OR,11010
97144,OR,124
97145,OR,1114
97146,OR,4224
97148,OR,4276
97149,OR,2027
97201,OR,22763
97202,OR,37147
97203,OR,24789
97204,OR,1094
97205,OR,5804
97206,OR,43134
97209,OR,5810
97210,OR,9284
97211,OR,28736
97212,OR,23898
97213,OR,29400
97214,OR,23413
97215,OR,16563
97216,OR,11436
97217,OR,29086
97218,OR,12305
97219,OR,34992
97220,OR,25679
97221,OR,10834
97222,OR,30905
97223,OR,33529
97224,OR,17149
97225,OR,20934
97227,OR,3171
97229,OR,23490
97230,OR,30643
97231,OR,3760
97232,OR,10323
97233,OR,27274
97236,OR,24710
97266,OR,29648
97267,OR,29597
97301,OR,48007
97302,OR,34814
97303,OR,35826
97304,OR,16986
97305,OR,28239
97306,OR,14770
97321,OR,42908
97324,OR,1008
97325,OR,4185
97326,OR,657
97327,OR,3249
97329,OR,163
97330,OR,38801
97331,OR,2528
97333,OR,13009
97338,OR,14447
97341,OR,3022
97342,OR,589
97343,OR,599
97344,OR,957
97345,OR,192
97346,OR,697
97347,OR,1151
97348,OR,1159
97350,OR,340
97351,OR,5955
97352,OR,5829
97355,OR,23147
97357,OR,234
97358,OR,0
97360,OR,2340
97361,OR,8071
97362,OR,4747
97364,OR,347
97365,OR,9239
97366,OR,1423
97367,OR,6786
97368,OR,2506
97370,OR,6879
97371,OR,266
97374,OR,7170
97375,OR,1326
97376,OR,1845
97377,OR,1067
97378,OR,6591
97380,OR,1869
97381,OR,10399
97383,OR,6808
97385,OR,2881
97386,OR,11237
97389,OR,1257
97390,OR,523
97391,OR,5609
97392,OR,1243
97394,OR,3302
97396,OR,2697
97401,OR,36277
97402,OR,37830
97403,OR,11073
97404,OR,23778
97405,OR,40921
97406,OR,126
97410,OR,1111
97411,OR,4852
97412,OR,495
97413,OR,1139
97414,OR,121
97415,OR,11673
97416,OR,972
97417,OR,1670
97419,OR,1050
97420,OR,24343
97423,OR,8374
97424,OR,15067
97426,OR,6332
97427,OR,317
97429,OR,392
97430,OR,492
97431,OR,2980
97434,OR,225
97435,OR,2331
97436,OR,878
97437,OR,2424
97438,OR,1581
97439,OR,10063
97441,OR,14
97442,OR,2050
97443,OR,2905
97444,OR,4760
97446,OR,3272
97447,OR,222
97448,OR,10456
97449,OR,994
97450,OR,557
97451,OR,499
97452,OR,792
97453,OR,1104
97454,OR,1442
97455,OR,2218
97456,OR,2478
97457,OR,9453
97458,OR,5246
97459,OR,15269
97461,OR,1189
97462,OR,3315
97463,OR,4058
97465,OR,1799
97466,OR,953
97467,OR,6723
97468,OR,121
97469,OR,2698
97470,OR,41697
97473,OR,329
97476,OR,412
97477,OR,32384
97478,OR,27521
97479,OR,7304
97480,OR,641
97481,OR,1231
97484,OR,534
97486,OR,587
97487,OR,6004
97488,OR,1040
97489,OR,432
97490,OR,298
97492,OR,514
97493,OR,272
97496,OR,5971
97497,OR,1253
97498,OR,1235
97499,OR,2261
97501,OR,28708
97502,OR,17293
97503,OR,7024
97504,OR,30933
97520,OR,19579
97522,OR,1115
97523,OR,5500
97524,OR,7468
97525,OR,6650
97526,OR,27145
97527,OR,21774
97530,OR,5723
97531,OR,78
97532,OR,1806
97534,OR,247
97535,OR,6054
97536,OR,869
97537,OR,6131
97538,OR,2065
97539,OR,2364
97540,OR,5288
97541,OR,1028
97543,OR,927
97544,OR,1854
97601,OR,18626
97603,OR,24894
97620,OR,190
97621,OR,95
97623,OR,2753
97624,OR,3608
97625,OR,8
97627,OR,2696
97630,OR,4890
97632,OR,1456
97633,OR,1344
97635,OR,198
97636,OR,619
97637,OR,126
97638,OR,1127
97640,OR,1
97701,OR,29432
97702,OR,20214
97707,OR,2881
97711,OR,114
97712,OR,41
97720,OR,5844
97730,OR,378
97731,OR,388
97732,OR,280
97733,OR,1848
97734,OR,2517
97735,OR,35
97737,OR,148
97739,OR,4815
97740,OR,708
97741,OR,8294
97750,OR,394
97751,OR,98
97752,OR,252
97753,OR,1056
97754,OR,12484
97756,OR,12161
97758,OR,157
97759,OR,3534
97760,OR,2101
97761,OR,2400
97801,OR,20225
97810,OR,609
97812,OR,708
97813,OR,1334
97814,OR,10024
97818,OR,2143
97820,OR,2806
97823,OR,1009
97824,OR,1280
97825,OR,144
97826,OR,648
97827,OR,2549
97828,OR,3201
97830,OR,564
97831,OR,47
97833,OR,1642
97834,OR,1020
97835,OR,383
97836,OR,2127
97837,OR,287
97838,OR,16982
97839,OR,519
97841,OR,561
97842,OR,255
97843,OR,535
97844,OR,2301
97845,OR,1367
97846,OR,1749
97848,OR,62
97850,OR,15401
97856,OR,442
97857,OR,456
97862,OR,9723
97864,OR,410
97865,OR,538
97867,OR,571
97868,OR,2298
97869,OR,1614
97870,OR,927
97872,OR,71
97873,OR,352
97874,OR,438
97875,OR,2031
97876,OR,773
97877,OR,251
97882,OR,4009
97883,OR,2463
97884,OR,315
97885,OR,1250
97886,OR,1007
97901,OR,568
97902,OR,846
97903,OR,205
97904,OR,228
97906,OR,326
97907,OR,694
97908,OR,79
97909,OR,53
97910,OR,879
97911,OR,83
97913,OR,5288
97914,OR,13665
97917,OR,65
97918,OR,3940
97920,OR,41
15001,PA,36849
15003,PA,13449
15005,PA,10068
15007,PA,782
15009,PA,14968
15010,PA,30623
15012,PA,18967
15014,PA,3674
15015,PA,2319
15017,PA,12705
15018,PA,1186
15019,PA,1118
15021,PA,5527
15022,PA,11800
15024,PA,9823
15025,PA,17031
15026,PA,2543
15027,PA,2438
15030,PA,1761
15031,PA,1037
15033,PA,5928
15034,PA,2377
15035,PA,2698
15037,PA,12937
15042,PA,9416
15043,PA,2810
15044,PA,18318
15045,PA,5582
15049,PA,1111
15050,PA,2933
15051,PA,1539
15052,PA,2908
15053,PA,1634
15055,PA,1933
15056,PA,1387
15057,PA,9077
15059,PA,6476
15060,PA,1043
15061,PA,13344
15062,PA,9906
15063,PA,13183
15064,PA,1751
15065,PA,13305
15066,PA,12222
15067,PA,2222
15068,PA,41922
15071,PA,11012
15074,PA,10784
15076,PA,1437
15077,PA,227
15078,PA,1620
15083,PA,1467
15084,PA,10752
15085,PA,3345
15086,PA,379
15089,PA,7641
15090,PA,14960
15101,PA,22474
15102,PA,31160
15104,PA,13915
15106,PA,19539
15108,PA,35285
15110,PA,8525
15112,PA,4145
15116,PA,16588
15120,PA,21866
15122,PA,22805
15126,PA,3626
15129,PA,11353
15131,PA,9410
15132,PA,27694
15133,PA,7385
15135,PA,5385
15136,PA,25092
15137,PA,12237
15139,PA,6961
15140,PA,4083
15142,PA,864
15143,PA,15849
15144,PA,4858
15145,PA,8157
15146,PA,29228
15147,PA,20843
15148,PA,3074
15201,PA,15278
15202,PA,22168
15203,PA,11012
15204,PA,10266
15205,PA,24562
15206,PA,37220
15207,PA,15095
15208,PA,16136
15209,PA,15034
15210,PA,35727
15211,PA,13333
15212,PA,35280
15213,PA,31142
15214,PA,19981
15215,PA,12801
15216,PA,26700
15217,PA,27450
15218,PA,16501
15219,PA,18924
15220,PA,19228
15221,PA,39410
15222,PA,1763
15223,PA,7261
15224,PA,14742
15225,PA,1273
15226,PA,15607
15227,PA,27563
15228,PA,18660
15229,PA,15127
15232,PA,10936
15233,PA,5918
15234,PA,14952
15235,PA,41997
15236,PA,36047
15237,PA,39733
15238,PA,10776
15239,PA,20793
15241,PA,20276
15243,PA,14242
15301,PA,48612
15310,PA,656
15311,PA,1458
15312,PA,3681
15313,PA,530
15314,PA,2673
15317,PA,29555
15320,PA,6702
15321,PA,3257
15322,PA,3186
15323,PA,6836
15324,PA,854
15327,PA,2407
15329,PA,1633
15330,PA,5021
15331,PA,1040
15332,PA,8838
15333,PA,770
15337,PA,468
15338,PA,2164
15340,PA,2064
15341,PA,1247
15342,PA,6060
15344,PA,2154
15345,PA,2695
15346,PA,2856
15349,PA,1719
15352,PA,833
15353,PA,884
15357,PA,2095
15359,PA,313
15360,PA,2027
15362,PA,1682
15363,PA,2386
15364,PA,395
15367,PA,3568
15370,PA,11246
15376,PA,1642
15377,PA,1313
15380,PA,554
15401,PA,34582
15410,PA,596
15411,PA,1158
15412,PA,665
15413,PA,326
15417,PA,9133
15419,PA,5778
15423,PA,482
15424,PA,1998
15425,PA,25516
15427,PA,1858
15428,PA,1673
15431,PA,2947
15432,PA,417
15433,PA,104
15434,PA,373
15436,PA,1918
15437,PA,3296
15438,PA,921
15440,PA,94
15442,PA,6843
15444,PA,2028
15445,PA,3367
15446,PA,181
15450,PA,2169
15451,PA,2217
15456,PA,1638
15458,PA,4703
15459,PA,2052
15461,PA,6033
15462,PA,77
15463,PA,1830
15464,PA,1972
15468,PA,4509
15469,PA,3814
15470,PA,815
15472,PA,2395
15473,PA,1833
15474,PA,1474
15475,PA,641
15477,PA,802
15478,PA,2163
15479,PA,1009
15480,PA,986
15482,PA,2803
15483,PA,630
15486,PA,2706
15488,PA,237
15490,PA,138
15501,PA,18303
15521,PA,2175
15522,PA,10788
15530,PA,4459
15531,PA,1681
15533,PA,999
15534,PA,445
15535,PA,2304
15536,PA,643
15537,PA,7289
15538,PA,1350
15540,PA,305
15541,PA,2065
15542,PA,520
15545,PA,2732
15546,PA,4586
15550,PA,1579
15551,PA,288
15552,PA,9276
15554,PA,3982
15557,PA,5125
15558,PA,716
15559,PA,1523
15562,PA,82
15563,PA,2690
15601,PA,52186
15610,PA,3862
15611,PA,255
15612,PA,2166
15613,PA,18588
15615,PA,450
15616,PA,500
15617,PA,397
15618,PA,3306
15620,PA,139
15622,PA,109
15625,PA,159
15626,PA,2852
15627,PA,10610
15628,PA,584
15631,PA,868
15632,PA,8364
15634,PA,683
15636,PA,12018
15637,PA,3820
15639,PA,1592
15641,PA,542
15642,PA,36415
15644,PA,20989
15646,PA,226
15647,PA,1731
15650,PA,29529
15655,PA,436
15656,PA,11552
15658,PA,9229
15661,PA,564
15663,PA,539
15665,PA,3848
15666,PA,15336
15668,PA,10965
15670,PA,2658
15671,PA,2950
15672,PA,3237
15675,PA,619
15677,PA,376
15678,PA,1050
15679,PA,6385
15681,PA,3922
15683,PA,6132
15684,PA,318
15686,PA,1291
15687,PA,2555
15688,PA,385
15690,PA,9409
15692,PA,2293
15697,PA,3319
15698,PA,726
15701,PA,28962
15711,PA,586
15713,PA,162
15714,PA,3878
15716,PA,1100
15717,PA,9738
15720,PA,1811
15721,PA,350
15722,PA,2644
15724,PA,2220
15725,PA,1369
15728,PA,1499
15729,PA,3259
15730,PA,44
15732,PA,2198
15739,PA,3841
15742,PA,1308
15744,PA,0
15747,PA,926
15748,PA,3677
15753,PA,1119
15754,PA,3227
15757,PA,1792
15758,PA,1302
15759,PA,2085
15760,PA,959
15762,PA,1395
15763,PA,49
15764,PA,8
15765,PA,4258
15767,PA,12377
15770,PA,692
15771,PA,253
15772,PA,1858
15773,PA,1544
15774,PA,7854
15775,PA,2851
15776,PA,980
15777,PA,850
15778,PA,178
15780,PA,44
15784,PA,65
15801,PA,17345
15821,PA,243
15823,PA,1646
15824,PA,6361
15825,PA,9303
15827,PA,1892
15828,PA,311
15829,PA,1070
15832,PA,526
15834,PA,5219
15840,PA,1422
15845,PA,3350
15846,PA,3392
15848,PA,2249
15849,PA,1395
15851,PA,8758
15853,PA,7419
15856,PA,833
15857,PA,14020
15860,PA,1103
15861,PA,168
15864,PA,1749
15865,PA,1387
15868,PA,195
15870,PA,1870
15901,PA,6649
15902,PA,16012
15904,PA,16858
15905,PA,22509
15906,PA,13249
15909,PA,7944
15920,PA,2839
15923,PA,2043
15924,PA,2178
15926,PA,2886
15927,PA,1531
15928,PA,244
15931,PA,9386
15935,PA,7012
15936,PA,731
15938,PA,2252
15940,PA,2771
15942,PA,420
15943,PA,4680
15944,PA,3949
15945,PA,120
15946,PA,8160
15949,PA,829
15951,PA,1425
15952,PA,6215
15953,PA,18
15954,PA,1348
15955,PA,1235
15956,PA,2497
15957,PA,678
15958,PA,2215
15960,PA,1535
15961,PA,2141
15963,PA,11421
16001,PA,55158
16020,PA,974
16022,PA,637
16023,PA,3483
16025,PA,4673
16028,PA,2069
16030,PA,371
16033,PA,6859
16034,PA,1753
16036,PA,988
16037,PA,2049
16038,PA,3617
16040,PA,1092
16041,PA,3032
16045,PA,2232
16046,PA,10192
16049,PA,3131
16050,PA,491
16051,PA,3642
16052,PA,2224
16053,PA,3180
16055,PA,8370
16056,PA,4693
16057,PA,12443
16059,PA,6437
16061,PA,1999
16063,PA,18300
16101,PA,36694
16102,PA,7186
16105,PA,14292
16110,PA,287
16111,PA,2390
16112,PA,1611
16114,PA,1351
16115,PA,3397
16116,PA,3240
16117,PA,19193
16120,PA,2421
16121,PA,7619
16123,PA,2611
16124,PA,1772
16125,PA,19982
16127,PA,14568
16130,PA,3623
16131,PA,406
16133,PA,1959
16134,PA,3328
16137,PA,11036
16141,PA,1852
16142,PA,9268
16143,PA,3898
16145,PA,843
16146,PA,17457
16148,PA,14573
16150,PA,8962
16153,PA,2249
16154,PA,2662
16156,PA,2114
16157,PA,5466
16159,PA,5604
16201,PA,19140
16210,PA,726
16212,PA,427
16213,PA,688
16214,PA,8740
16217,PA,36
16218,PA,1089
16222,PA,1974
16224,PA,2104
16225,PA,407
16226,PA,6576
16229,PA,4517
16232,PA,7489
16233,PA,487
16234,PA,1686
16235,PA,1281
16236,PA,3844
16238,PA,418
16239,PA,1374
16240,PA,1058
16242,PA,4698
16248,PA,3629
16249,PA,3499
16254,PA,2448
16255,PA,1213
16256,PA,2236
16258,PA,2086
16259,PA,1654
16260,PA,1615
16262,PA,3065
16301,PA,19792
16311,PA,282
16313,PA,422
16314,PA,3010
16316,PA,3849
16317,PA,506
16319,PA,353
16321,PA,282
16323,PA,18357
16326,PA,1880
16327,PA,2825
16329,PA,479
16331,PA,43
16332,PA,22
16333,PA,612
16334,PA,27
16335,PA,31290
16340,PA,3172
16341,PA,2211
16342,PA,3159
16345,PA,3833
16346,PA,3723
16347,PA,2382
16350,PA,3592
16351,PA,2458
16353,PA,2293
16354,PA,14509
16360,PA,1047
16362,PA,1863
16364,PA,534
16365,PA,22507
16371,PA,1853
16372,PA,525
16373,PA,3119
16374,PA,1318
16401,PA,4286
16402,PA,1042
16403,PA,5770
16404,PA,2119
16405,PA,1751
16406,PA,2542
16407,PA,10654
16410,PA,1783
16411,PA,1318
16412,PA,12914
16415,PA,7876
16417,PA,8190
16420,PA,59
16421,PA,3533
16423,PA,3674
16424,PA,5520
16426,PA,4099
16428,PA,12531
16433,PA,5094
16434,PA,2785
16435,PA,2131
16436,PA,191
16438,PA,8890
16440,PA,918
16441,PA,9247
16442,PA,2463
16443,PA,1375
16501,PA,1956
16502,PA,18640
16503,PA,19019
16504,PA,17680
16505,PA,17753
16506,PA,19269
16507,PA,10936
16508,PA,17645
16509,PA,24232
16510,PA,26455
16511,PA,11355
16565,PA,97
16601,PA,31560
16602,PA,32649
16611,PA,2765
16613,PA,1275
16616,PA,1571
16617,PA,8152
16620,PA,369
16621,PA,331
16622,PA,1190
16623,PA,183
16625,PA,3890
16627,PA,940
16630,PA,5829
16634,PA,616
16635,PA,13889
16636,PA,769
16637,PA,2871
16639,PA,684
16640,PA,1589
16641,PA,2852
16645,PA,187
16646,PA,2616
16647,PA,956
16648,PA,12867
16650,PA,2440
16651,PA,2825
16652,PA,16288
16655,PA,3037
16656,PA,1183
16657,PA,485
16659,PA,656
16661,PA,1389
16662,PA,5016
16664,PA,1898
16666,PA,4346
16667,PA,174
16668,PA,4737
16669,PA,2175
16671,PA,538
16673,PA,4942
16674,PA,727
16678,PA,3031
16679,PA,1670
16680,PA,1192
16683,PA,281
16685,PA,889
16686,PA,11290
16689,PA,1168
16691,PA,563
16692,PA,1550
16693,PA,4799
16695,PA,741
16701,PA,18738
16720,PA,1123
16724,PA,593
16726,PA,369
16727,PA,623
16729,PA,1122
16731,PA,2616
16732,PA,586
16734,PA,551
16735,PA,6600
16738,PA,2617
16740,PA,1039
16743,PA,4468
16744,PA,614
16745,PA,514
16746,PA,1354
16748,PA,3390
16749,PA,4375
16750,PA,720
16801,PA,42278
16803,PA,20669
16820,PA,100
16821,PA,275
16822,PA,1723
16823,PA,23418
16827,PA,3787
16828,PA,4223
16829,PA,123
16830,PA,14648
16832,PA,836
16833,PA,4085
16836,PA,1278
16837,PA,331
16838,PA,3187
16839,PA,2208
16840,PA,2224
16841,PA,3723
16844,PA,2461
16845,PA,932
16852,PA,678
16854,PA,1978
16858,PA,1235
16859,PA,516
16860,PA,110
16861,PA,657
16863,PA,47
16864,PA,1023
16865,PA,2558
16866,PA,7810
16870,PA,1890
16871,PA,34
16872,PA,816
16874,PA,1917
16875,PA,1805
16877,PA,2760
16878,PA,2226
16879,PA,387
16881,PA,2571
16882,PA,183
16901,PA,9906
16912,PA,2123
16914,PA,2398
16915,PA,5171
16917,PA,1417
16920,PA,1910
16921,PA,544
16922,PA,2050
16923,PA,1585
16925,PA,4273
16926,PA,1447
16927,PA,1476
16928,PA,893
16929,PA,1915
16930,PA,893
16932,PA,1140
16933,PA,7111
16935,PA,2549
16936,PA,2072
16937,PA,653
16938,PA,959
16939,PA,496
16940,PA,599
16941,PA,47
16942,PA,609
16943,PA,576
16946,PA,1796
16947,PA,3476
16948,PA,727
16950,PA,2844
17002,PA,1135
17003,PA,12173
17004,PA,4203
17005,PA,376
17006,PA,755
17007,PA,4331
17009,PA,2005
17011,PA,33023
17013,PA,50939
17014,PA,887
17017,PA,1694
17018,PA,4523
17019,PA,11814
17020,PA,10021
17021,PA,929
17022,PA,21808
17023,PA,4564
17024,PA,1125
17025,PA,13103
17026,PA,2382
17028,PA,4569
17029,PA,1293
17030,PA,696
17031,PA,347
17032,PA,7648
17033,PA,20514
17034,PA,2670
17035,PA,884
17036,PA,8178
17037,PA,1828
17038,PA,5098
17040,PA,1140
17042,PA,61993
17043,PA,5340
17044,PA,19311
17045,PA,3951
17047,PA,1850
17048,PA,2904
17049,PA,3073
17051,PA,3685
17052,PA,1329
17053,PA,4561
17055,PA,51902
17057,PA,21545
17058,PA,1189
17059,PA,5646
17060,PA,1002
17061,PA,6135
17062,PA,1589
17063,PA,3627
17065,PA,2857
17066,PA,7218
17067,PA,12843
17068,PA,3066
17070,PA,15037
17071,PA,455
17073,PA,3560
17074,PA,6378
17076,PA,457
17078,PA,14239
17082,PA,3319
17084,PA,3320
17086,PA,1673
17087,PA,3367
17090,PA,5128
17094,PA,2515
17097,PA,1702
17098,PA,2655
17099,PA,2197
17101,PA,2151
17102,PA,8862
17103,PA,12335
17104,PA,21882
17109,PA,22952
17110,PA,19314
17111,PA,22558
17112,PA,27559
17113,PA,9841
17201,PA,41893
17211,PA,481
17212,PA,2178
17213,PA,551
17214,PA,1090
17215,PA,155
17217,PA,109
17219,PA,905
17220,PA,499
17221,PA,628
17222,PA,9459
17223,PA,750
17224,PA,1412
17225,PA,14553
17228,PA,1410
17229,PA,245
17232,PA,845
17233,PA,2529
17236,PA,7735
17237,PA,1601
17238,PA,1208
17239,PA,816
17240,PA,2350
17241,PA,9740
17243,PA,2368
17244,PA,2281
17246,PA,366
17252,PA,4109
17255,PA,416
17257,PA,19302
17260,PA,1416
17262,PA,796
17264,PA,2197
17265,PA,499
17266,PA,1157
17267,PA,2988
17268,PA,25878
17271,PA,409
17301,PA,1777
17302,PA,1685
17304,PA,2894
17307,PA,5280
17309,PA,5123
17313,PA,8691
17314,PA,4910
17315,PA,20094
17316,PA,5538
17319,PA,6135
17320,PA,4709
17321,PA,1938
17322,PA,3128
17324,PA,4246
17325,PA,23574
17327,PA,7217
17329,PA,2230
17331,PA,37367
17339,PA,5338
17340,PA,7758
17344,PA,3838
17345,PA,8095
17347,PA,3083
17349,PA,6346
17350,PA,9674
17352,PA,1190
17353,PA,2066
17356,PA,12737
17360,PA,5219
17361,PA,3749
17362,PA,13901
17363,PA,5865
17364,PA,3435
17365,PA,2456
17366,PA,5489
17368,PA,7677
17370,PA,4948
17372,PA,3042
17401,PA,2439
17402,PA,35648
17403,PA,40210
17404,PA,49524
17406,PA,6095
17407,PA,1872
17501,PA,4286
17502,PA,2688
17505,PA,862
17509,PA,4517
17512,PA,17454
17516,PA,4493
17517,PA,10737
17518,PA,1191
17519,PA,4249
17520,PA,4387
17522,PA,25859
17527,PA,4318
17529,PA,4429
17532,PA,2526
17535,PA,2524
17536,PA,2384
17538,PA,5489
17540,PA,9624
17543,PA,29376
17545,PA,16992
17547,PA,5751
17551,PA,8021
17552,PA,12282
17554,PA,4192
17555,PA,7239
17557,PA,11604
17560,PA,5330
17562,PA,2757
17563,PA,4352
17565,PA,1800
17566,PA,9361
17569,PA,4665
17572,PA,2964
17576,PA,2141
17578,PA,6511
17579,PA,5694
17581,PA,1282
17582,PA,2214
17584,PA,7176
17601,PA,41062
17602,PA,40850
17603,PA,55173
17701,PA,58844
17723,PA,246
17724,PA,5189
17727,PA,102
17728,PA,4582
17729,PA,184
17737,PA,6489
17740,PA,11484
17742,PA,914
17744,PA,2994
17745,PA,16448
17747,PA,2326
17751,PA,7510
17752,PA,5539
17754,PA,11266
17756,PA,8627
17758,PA,1548
17763,PA,588
17764,PA,3639
17765,PA,448
17768,PA,300
17771,PA,4449
17772,PA,3902
17774,PA,871
17776,PA,334
17777,PA,6601
17778,PA,25
17779,PA,4694
17801,PA,17335
17810,PA,2666
17812,PA,1575
17813,PA,2226
17814,PA,5292
17815,PA,25338
17820,PA,6334
17821,PA,17269
17823,PA,432
17824,PA,2165
17827,PA,1080
17828,PA,646
17830,PA,2089
17832,PA,837
17834,PA,3183
17835,PA,448
17836,PA,626
17837,PA,18821
17841,PA,4901
17842,PA,6546
17843,PA,1791
17844,PA,8379
17845,PA,2111
17846,PA,5496
17847,PA,9223
17850,PA,3167
17851,PA,9925
17853,PA,1876
17855,PA,904
17856,PA,3072
17857,PA,7326
17859,PA,2625
17860,PA,1684
17864,PA,2911
17866,PA,124
17867,PA,620
17868,PA,1991
17870,PA,14796
17872,PA,20982
17877,PA,416
17878,PA,523
17881,PA,2067
17888,PA,98
17889,PA,2071
17901,PA,27703
17921,PA,8328
17922,PA,2444
17923,PA,835
17925,PA,1230
17927,PA,1006
17929,PA,2240
17931,PA,7039
17935,PA,1892
17938,PA,2499
17941,PA,508
